cid,datahead,dataurl,creator,contributor,corp
382,  犬の登録頭数・狂犬病予防注射頭数（東京都内区市町村別）  【東京都福祉保健局】 ,/dataset/t000010d1700000088,東京都福祉保健局,健康安全部環境保健衛生課動物管理担当,東京都福祉保健局 健康安全部環境保健衛生課動物管理担当
383,  動物愛護推進員  【東京都福祉保健局】 ,/dataset/t000010d1700000087,東京都福祉保健局,健康安全部環境保健衛生課動物管理担当,東京都福祉保健局 健康安全部環境保健衛生課動物管理担当
384,  保育施設等・子育て支援サービス紹介  【東京都福祉保健局】電子版父親ハンドブックの保育施設等・子育て支援サービス紹介 ,/dataset/t000010d1700000074,東京都福祉保健局,少子社会対策部家庭支援課子育て事業担当,東京都福祉保健局 少子社会対策部家庭支援課子育て事業担当
385,  東京都動物愛護相談センター　統計資料  【東京都福祉保健局】 ,/dataset/t000010d1700000071,東京都福祉保健局,健康安全部 動物愛護相談センター,東京都福祉保健局 健康安全部 動物愛護相談センター
386,  食品関係営業台帳  【東京都福祉保健局】　多摩地域（八王子市及び町田市を除く。）及び島しょ地域において食品に関する営業の許可を取得した施設及び届出を取得した施設の情報を公表しています。 移動販売、臨時販売、自動車販売、自動販売機、行商、催事等期間短縮申請があったもの、届出が不要な施設及び廃業した施設は除いています。 ,/dataset/t000010d0000000046,東京都福祉保健局,保健政策部保健政策課,東京都福祉保健局 保健政策部保健政策課
387,  「都民のくらしむき」東京都生計分析調査報告（月報）　令和3年11月  【東京都総務局】 ,/dataset/t000003d0000000120,東京都総務局,統計部社会統計課,東京都総務局 統計部社会統計課
388,  デジタル化に関する都民の実態調査（2021年度）  「シン・トセイ２　都政の構造改革QOSアップグレード戦略 version up 2022」に掲載している調査結果のデータです。... ,/dataset/t000029d0000000013,東京都デジタルサービス局,デジタルサービス局デジタル改革課,東京都デジタルサービス局 デジタルサービス局デジタル改革課
389,  デジタル化に関する都民の実態調査（2020年度）  「シン・トセイ　都政の構造改革QOSアップグレード戦略（案）」（https://www.seisakukikaku.metro.tokyo.lg.jp/basic[sanitize]plan/shintosei/) のP.110 ～113に掲載している調査結果のデータです。... ,/dataset/t000001d0000000006,東京都政策企画局,政策企画局計画部計画課,東京都政策企画局 政策企画局計画部計画課
390,  東京水道エネルギー効率化１０年プラン_本文（PDF16.1MB）  【東京都水道局】 ,/dataset/t000019d1800000019,東京都水道局,環境・エネルギー施策担当,東京都水道局 環境・エネルギー施策担当
391,  東京水道施設整備マスタープラン（平成28年2月改定）_施設整備指標  【東京都水道局】水道局では、集中的に更新時期を迎える浄水場や切迫性が指摘される首都直下地震への備えなど、多くの課題に対応するため、今後の施設整備の方向性や１０年間の具体的な取組を示した東京水道施設整備マスタープランを策定しています。 ,/dataset/t000019d1800000018,東京都水道局,浄水部,東京都水道局 浄水部
392,  第11次水道水源林管理計画_資料編  【東京都水道局】東京都水道局は、長い時間の掛かる森林の育成を計画的に行うため、現在、第11次水道水源林管理計画（計画期間平成28年度～37年度）を策定し、これに基づいて、適切な管理を続けています。 ,/dataset/t000019d1800000007,東京都水道局,浄水部（水源管理事務所）,東京都水道局 浄水部（水源管理事務所）
393,  工事関係検査基準_第２章　土木・建築編（今回改定）  【東京都水道局】検査実施基準を一部改定しましたので、お知らせします。 ,/dataset/t000019d1800000004,東京都水道局,経理部出納課（検収）,東京都水道局 経理部出納課（検収）
394,  平成26年度　水道事業に対するお客さま満足度調査_報告書全文  【東京都水道局】水道事業に対するお客さま満足度調査報告書がまとまりました。 ,/dataset/t000019d1700000050,東京都水道局,サービス推進部サービス推進課,東京都水道局 サービス推進部サービス推進課
395,  水質年報  【東京都水道局】 ,/dataset/t000019d1700000048,東京都水道局,,東京都水道局 
396,  平成29年版 環境報告書  【東京都水道局】 ,/dataset/t000019d1700000045,東京都水道局,総務部企画調整課,東京都水道局 総務部企画調整課
397,  監理団体の概要等 「平成28年度決算」  【東京都水道局】監理団体（東京都監理団体）とは、東京都が出資又は出えんをおこなっている団体及び継続的な財政支出、人的支援等を行っている団体のうち、全庁的に指導監督を行う必要があるもの。水道局所管の監理団体には、東京水道サービス株式会社（ＴＳＳ）及び株式会社ＰＵＣの２社がある。 ,/dataset/t000019d1700000044,東京都水道局,総務部主計課,東京都水道局 総務部主計課
398,  平成28年度　東京都工業用水道事業会計決算書  【東京都水道局】 ,/dataset/t000019d1700000042,東京都水道局,総務部主計課,東京都水道局 総務部主計課
399,  平成28年度　東京都水道事業会計決算書  【東京都水道局】 ,/dataset/t000019d1700000041,東京都水道局,総務部主計課,東京都水道局 総務部主計課
400,  年度別予算（平成29年度） 予算要求（平成28年11月）  【東京都水道局】 ,/dataset/t000019d1700000040,東京都水道局,総務部主計課,東京都水道局 総務部主計課
401,  事業概要 平成29年版　財政状況  【東京都水道局】 ,/dataset/t000019d1700000039,東京都水道局,総務部主計課,東京都水道局 総務部主計課
402,  事業概要 平成29年版　今後の運営方針  【東京都水道局】 ,/dataset/t000019d1700000037,東京都水道局,総務部主計課,東京都水道局 総務部主計課
403,  事業概要 平成29年版　東京水道事業の概要  【東京都水道局】 ,/dataset/t000019d1700000036,東京都水道局,総務部施設計画課,東京都水道局 総務部施設計画課
404,  23区及び多摩地区の水道料金等のお取扱い金融機関一覧  【東京都水道局】 ,/dataset/t000019d1700000034,東京都水道局,,東京都水道局 
405,  水道・くらしのガイド  【東京都水道局】 ,/dataset/t000019d1700000033,東京都水道局,,東京都水道局 
406,  「東京都水道局震災対策事業計画（平成25～27年度）」　東京都水道局震災対策事業計画  【東京都水道局】 ,/dataset/t000019d1700000030,東京都水道局,,東京都水道局 
407,  東京都水道局環境5か年計画　2015-2019  【東京都水道局】 ,/dataset/t000019d1700000029,東京都水道局,,東京都水道局 
408,  東京の水道  【東京都水道局】 ,/dataset/t000019d1700000027,東京都水道局,,東京都水道局 
409,  事業概要 平成29年版　統計資料  【東京都水道局】 ,/dataset/t000019d1700000022,東京都水道局,,東京都水道局 
410,  事業概要 平成29年版　営業業務  【東京都水道局】 ,/dataset/t000019d1700000018,東京都水道局,,東京都水道局 
411,  事業概要 平成29年版　職員の人材育成と研究開発  【東京都水道局】 ,/dataset/t000019d1700000017,東京都水道局,,東京都水道局 
412,  指定給水装置工事事業者工事施行要領　所管事業所一覧  【東京都水道局】 ,/dataset/t000019d1700000007,東京都水道局,,東京都水道局 
413,  指定給水装置工事事業者工事施行要領　14仕切弁設置の取扱い～16私設消火栓の設置  【東京都水道局】 ,/dataset/t000019d1700000003,東京都水道局,,東京都水道局 
414,  指定給水装置工事事業者工事施行要領　１ 給水装置の基本要件～13配管  【東京都水道局】 ,/dataset/t000019d1700000002,東京都水道局,,東京都水道局 
415,  水道メータ購入単価の推移  【東京都水道局】 ,/dataset/t000019d1700000001,東京都水道局,,東京都水道局 
416,  STEP21 第３章　東京水道の現状と課題_利水安全の概念図（ダム開発の場合）  【東京都水道局】 ,/dataset/t000019d1800000024,東京都水道局,総務部施設計画課,東京都水道局 総務部施設計画課
417,  STEP21 第３章　東京水道の現状と課題_水源開発の長期化  【東京都水道局】 ,/dataset/t000019d1800000023,東京都水道局,総務部施設計画課,東京都水道局 総務部施設計画課
