ID,title,outline,collecting_cost,sharing_policy,type,variable,analysis,outcome,anticipation,comments,wanted
6632,運転免許証交付件数,,警視庁のサイトによる　https://www.npa.go.jp/publications/statistics/koutsuu/menkyo/r01/r01_main.pdf,条件により共有可（必要に応じて交渉）,グラフ.数値.時系列,都道府県|年度|年齢|性別|免許の種類|人口|地形,運転免許証交付件数を分析する。,男性の方が交付件数が多い。普通自動車と普通二輪が多い。年度ごとの違いはあまりないが、減少傾向にある。,,,地域ごとの交通量
6631,金の値段と失業率,金の値段（各国の為替）の変化と各国の失業率の変化の関係性,厚生労働省など,一般的に共有してよい,グラフ.数値.時系列,年度、国、失業率、為替レート,,,,,
6630,50m自由形短水路のランキング,水泳の50m自由形短水路のランキングとタイムや選手の所属地域が書かれている。,スイムドットコムのサイトから,一般的に共有してよい,数値.表,タイム|種目|年齢|地域|月|人口,タイムを分析する。特に年齢や地域からある学年のその地域の平均的なタイムを分析する。,東京などの人口の多い地域がはやい,,,都道府県ごとの人口
6629,ディズニーアトラクションごとの待ち時間の推移,コロナ禍で、ディズニーパークは一時閉園し、夏休み前にようやく再開した。その時期の主要アトラクションの待ち時間の、時間毎日毎の推移を可視化したデータ。具体的な待ち時間データについては、サイトの値を参照している。,,条件により共有可（必要に応じて交渉）,グラフ.時系列,待ち時間｜時間｜日,,待ち時間等を時系列毎・アトラクション毎に分析することで、どの時間どこに人が集中しているかを把握し、密回避を目的としたアトモスフィアショーの実施場所・時間を検討する。,単純に、アトラクションの人気度合いを測ることができる。,,
6628,文京区の区立公園・児童遊園・遊び場一覧,文京区の区立公園・児童遊園・遊び場の一覧のデータである。それぞれの施設について住所や緯度、経度、面積やその他軽い説明などが施設ごとにまとめられている。,文京区のデータからの収集,一般的に共有してよい,表,施設名|住所|緯度|経度|面積|設置年月日|区開園年月日|説明,シミュレーションは想定できない。文京区の地図を作る際に公園の場所と情報などを記載したり、近くの公園を探すアプリを開発する際に利用ができる。,文京区の公園施設がどのように配置されているかが可視化でき、偏在地域や過疎地域を識別できる。,公園の遊具や利用者数なども加えることで、どのような公園が（例えば、どのような遊具がある公園が）より人気であるかなどが検証できると考えられる。,,
6626,都内鉄道駅におけるだれでもトイレのバリアフリー設備情報,東京都内鉄道駅の多目的トイレの場所や点字ブロックの設置の有無などバリアフリーについての情報をまとめているデータである．鉄道会社が同じ駅を並べて表示している．同じ鉄道会社であれば，まず路線ごとにまとめ，その後駅ごとにまとめられている．,東京都オープンデータカタログサイト,条件により共有可（必要に応じて交渉）,表,鉄道会社名|路線名|鉄道駅名|市区町村・番地|トイレ名|設置フロア|緯度|経度|座標系|性別の分け|点字ブロックの有無|音声案内の有無|戸の形式|車椅子が出入り可能か|車椅子が転回できるか|便座に背もたれがあるか|オストメイト用設備の有無|オストメイト用設備が温水対応しているか|大型ベッドを備えているか|乳児用おむつ交換台があるか|乳児用椅子があるか|非常用呼び出しボタンがあるか|利用可能時間|写真データ,シミュレーションは想定していない．都内の路線図に，設置トイレの情報を表示するなどができると思う．,鉄道会社や場所ごとに，トイレのバリアフリーの進み方に差があると予想する．,駅を利用する人の満足度などと組み合わせて分析すると，トイレのバリアフリー化が駅の利用者にどのような影響を与えるかがわかると思う．,,
6625,test,,,共有不可,時系列,テスト,,,,,
6623,歴史的文書の特徴データ,歴史における文書の様々な特徴をまとめたデータ,文献収集,一般的に共有してよい,表,著者|テキストの言語|一文の文字数の平均|書かれた年代|書かれた地域|ジャンル|筆者の性別|特定の単語の出現回数...,,特定の時代、地域によってどんな特徴を持った文章が読まれていたのかを把握し、異なる文化を理解する,シェークスピア＝ベーコン説のように、筆者の本来の性別や名前を予測することもできる,,
6622,個人の全財産の時系列変化のデータ,個人が生まれてから死ぬまでにどのように財産が増減するのかを可視化したデータ。生まれてから就職するまで、退職して以降の財産の量や種類の割合変化について観察することで日本社会のシステムを財産の側面から考えることに役立つと考えられる。,,条件により共有可（必要に応じて交渉）,時系列,金額・年月日,,,,,
6621,自動車の外装色の割合,全世界、また地域別における自動車の外装の色の割合をまとめたデータ,自動車の生産に関するデータより,一般的に共有してよい,テキスト.数値,路上を走っている自動車の外装色の割合,,自動車のカラーラインナップをかんがえるうえでの参考,自動車だけではなく、服などの色に関する嗜好にも関連性が見られるかもしれない。,,
